标题,字段1_链接_链接,ABOUT,TIME,AUTHOR,COMMENTS,Unnamed: 6
Game Plan For The Week - Cramer's Mad Money (11/30/18),https://seekingalpha.com/article/4225893-game-plan-week-cramers-mad-money-11-30-18,"COUP, TOL, RH"," Dec. 3, 2018, 7:37 AM ", SA Editor Mohit Manghnani,,
3 Reasons Why Microsoft Stock Is A Strong Buy,https://seekingalpha.com/article/4225857-3-reasons-microsoft-stock-strong-buy,MSFT," Dec. 3, 2018, 7:30 AM ", Logan Kane,25 Comments,
Visa: Money For Nothing,https://seekingalpha.com/article/4225892-visa-money-nothing,V," Dec. 3, 2018, 7:28 AM ", Jieming See,12 Comments,
"Up 35%, Abercrombie & Fitch Is Still A Buy",https://seekingalpha.com/article/4225890-35-percent-abercrombie-and-fitch-still-buy,ANF," Dec. 3, 2018, 7:24 AM ", Josh Arnold,3 Comments,
After The Fall: What Does Nvidia Do From Here?,https://seekingalpha.com/article/4225471-fall-nvidia,Editors' Pick , NVDA," Dec. 3, 2018, 7:15 AM ", SA Marketplace,48 Comments
Don't Buy Chico's FAS - Cramer's Lightning Round (11/30/18),https://seekingalpha.com/article/4225883-buy-chicos-fas-cramers-lightning-round-11-30-18,"NFLX, CYTK, YETI"," Dec. 3, 2018, 7:12 AM ", SA Editor Mohit Manghnani,,
Anaplan: Time To Back Off,https://seekingalpha.com/article/4225887-anaplan-time-back,PLAN," Dec. 3, 2018, 7:02 AM ", Gary Alexander,,
Callaway Golf: Adding Some German Diversification,https://seekingalpha.com/article/4225885-callaway-golf-adding-german-diversification,ELY," Dec. 3, 2018, 6:55 AM ", The Value Investor,1 Comment,
Express: Bad Start To Q4 Is A Buying Opportunity,https://seekingalpha.com/article/4225880-express-bad-start-q4-buying-opportunity,EXPR," Dec. 3, 2018, 6:29 AM ", Detroit Bear,1 Comment,
Yext Provides A Unique Service To Clients And Has A Long Runway,https://seekingalpha.com/article/4225878-yext-provides-unique-service-clients-long-runway,YEXT," Dec. 3, 2018, 6:16 AM ", Shareholders Unite,6 Comments,
"Long-Term Outlook For Editas Medicine: December 1, 2018",https://seekingalpha.com/article/4225873-long-term-outlook-editas-medicine-december-1-2018,EDIT," Dec. 3, 2018, 5:41 AM ", The Freedonia Cooperative,2 Comments,
Exxon Mobil Riding Guyana Oil Boom Higher,https://seekingalpha.com/article/4225872-exxon-mobil-riding-guyana-oil-boom-higher,XOM," Dec. 3, 2018, 5:38 AM ", Callum Turcan,25 Comments,
A Brief Update On The Vanadium Boom,https://seekingalpha.com/article/4225871-brief-update-vanadium-boom,"AMVMF, APAFF, ATVVF"," Dec. 3, 2018, 5:20 AM ", Matt Bohlsen,15 Comments,
Bank Of America Has A Story To Tell,https://seekingalpha.com/article/4225867-bank-america-story-tell,BAC," Dec. 3, 2018, 5:07 AM ", WG Investment Research,60 Comments,
EV Company News For The Month Of November 2018,https://seekingalpha.com/article/4225865-ev-company-news-month-november-2018,"AAPL, APTV, AUDVF"," Dec. 3, 2018, 4:45 AM ", Matt Bohlsen,18 Comments,
GNC: The Joint Venture,https://seekingalpha.com/article/4225863-gnc-joint-venture,GNC," Dec. 3, 2018, 4:13 AM "," Carlton Getz, CFA",54 Comments,
Novavax: A Break In The Action,https://seekingalpha.com/article/4225860-novavax-break-action,NVAX," Dec. 3, 2018, 3:58 AM ", Joseph Heglin,16 Comments,
Buy Intel: 5.9% Shareholder Yield And Plenty Of Growth,https://seekingalpha.com/article/4225856-buy-intel-5_9-percent-shareholder-yield-plenty-growth,INTC," Dec. 3, 2018, 2:31 AM ", Okapi Research,48 Comments,
Micron Technology: The Long Term Takes A Sober Approach,https://seekingalpha.com/article/4225853-micron-technology-long-term-takes-sober-approach,MU," Dec. 3, 2018, 1:29 AM ", James Cotter,60 Comments,
Hema - Key To Alibaba's New Retail Strategy,https://seekingalpha.com/article/4225851-hema-key-alibabas-new-retail-strategy,BABA," Dec. 3, 2018, 12:37 AM ", Kevin Carter,15 Comments,
"Total, ADNOC, And Unconventional Gas Play",https://seekingalpha.com/article/4225848-total-adnoc-unconventional-gas-play,TOT," Dec. 3, 2018, 12:11 AM ", Vasily Zyryanov,2 Comments,
WPX Energy Will Double Its Cash Flow Over The Next 2 Years,https://seekingalpha.com/article/4225845-wpx-energy-will-double-cash-flow-next-2-years,WPX," Dec. 2, 2018, 9:35 PM ", Todd Akin,3 Comments,
Verizon: 5G Technology Is Worth Tens Of Billions,https://seekingalpha.com/article/4225835-verizon-5g-technology-worth-tens-billions,VZ," Dec. 2, 2018, 1:19 PM ", Olsny Freitas,85 Comments,
Palo Alto Networks: The 2 Core Reasons I'm Staying Long,https://seekingalpha.com/article/4225829-palo-alto-networks-2-core-reasons-staying-long,PANW," Dec. 2, 2018, 12:40 PM ", DoctoRx,22 Comments,
Tamarack Valley Can Sustain Depressed Canadian Oil Prices,https://seekingalpha.com/article/4225826-tamarack-valley-can-sustain-depressed-canadian-oil-prices,TNEYF," Dec. 2, 2018, 11:46 AM ", Hervé Blandin,7 Comments,
Valuation Is Still Attractive For GameStop,https://seekingalpha.com/article/4225823-valuation-still-attractive-gamestop,GME," Dec. 2, 2018, 11:36 AM ", Bang For The Buck,51 Comments,
ConocoPhillips Bets On Canada's Unconventional Future,https://seekingalpha.com/article/4225820-conocophillips-bets-canadas-unconventional-future,COP," Dec. 2, 2018, 11:25 AM ", Callum Turcan,17 Comments,
"Entercom Update: Strong Free Cash Flow, Attractive Valuation",https://seekingalpha.com/article/4225818-entercom-update-strong-free-cash-flow-attractive-valuation,ETM," Dec. 2, 2018, 11:00 AM ", Kippington Capital Management,7 Comments,
Week In Review: BeiGene Forges $1.3 Billion Bi-Specific Antibody Deal With Zymeworks,https://seekingalpha.com/article/4225816-week-review-beigene-forges-1_3-billion-bi-specific-antibody-deal-zymeworks,"BGNE, ZYME, ZLAB"," Dec. 2, 2018, 10:41 AM ", ChinaBio Today,,
Cancer Research Highlight: Astellas Takes Us Into A New Generation Of Therapy For AML,https://seekingalpha.com/article/4225815-cancer-research-highlight-astellas-takes-us-new-generation-therapy-aml,"ALPMF, ALPMY"," Dec. 2, 2018, 9:58 AM ", Zach Hartman,2 Comments,
U.S. IPO Weekly Recap: A Quiet Week Ahead Of 2018's Final Stretch,https://seekingalpha.com/article/4225778-u-s-ipo-weekly-recap-quiet-week-ahead-2018s-final-stretch,MRNA," Dec. 1, 2018, 12:12 PM ", Renaissance Capital IPO Research,,
U.S. IPO Week Ahead: Largest-Ever Biotech IPO Moderna Leads 4-Deal Week,https://seekingalpha.com/article/4225777-u-s-ipo-week-ahead-largest-ever-biotech-ipo-moderna-leads-4-deal-week,"MRNA, THOR, DMAC"," Dec. 1, 2018, 12:03 PM ", Renaissance Capital IPO Research,,
Quaker Chemical: A Boring Cash Flow Giant,https://seekingalpha.com/article/4225355-quaker-chemical-boring-cash-flow-giant,KWR," Dec. 1, 2018, 11:15 AM ", The Investment Doctor,10 Comments,
Oasis Petroleum: 2019 Growth May Moderate Despite Strong Well Level Results,https://seekingalpha.com/article/4225775-oasis-petroleum-2019-growth-may-moderate-despite-strong-well-level-results,OAS," Dec. 1, 2018, 10:06 AM ", Elephant Analytics,6 Comments,
Sea Change For Ambarella?,https://seekingalpha.com/article/4225771-sea-change-ambarella,AMBA," Dec. 1, 2018, 9:27 AM ", Shareholders Unite,16 Comments,
Texas Pacific Land Trust: Review Of The Quarter And Ruminations About The Future,https://seekingalpha.com/article/4225769-texas-pacific-land-trust-review-quarter-ruminations-future,TPL," Dec. 1, 2018, 7:35 AM ", Steven Miller,178 Comments,
Skeena Resources - Bringing The World's Highest Grade Gold Mine Back Into Production,https://seekingalpha.com/article/4225767-skeena-resources-bringing-worlds-highest-grade-gold-mine-back-production,SKREF," Dec. 1, 2018, 7:07 AM ", Gold Panda,7 Comments,
"Daikin: Compelling Long-Term Outlook, But The Price Is Not Right",https://seekingalpha.com/article/4225766-daikin-compelling-long-term-outlook-price-right,DKILF," Dec. 1, 2018, 6:54 AM ", Millennial Dividend Investor,2 Comments,
Alibaba Group: Valuation Update,https://seekingalpha.com/article/4225746-alibaba-group-valuation-update,BABA," Dec. 1, 2018, 1:43 AM ", Oleh Kombaiev,52 Comments,
General Electric: Was That A Run On The Bank?,https://seekingalpha.com/article/4225744-general-electric-run-bank,GE," Dec. 1, 2018, 1:28 AM ", Shock Exchange,282 Comments,
"Quanta Services: A Good (Infrastructure) Story, A Good (Bullish) Personality",https://seekingalpha.com/article/4225743-quanta-services-good-infrastructure-story-good-bullish-personality,PWR," Dec. 1, 2018, 12:47 AM ", Marc Gerstein,2 Comments,
Regeneron: Regenerating As Usual,https://seekingalpha.com/article/4225733-regeneron-regenerating-usual,REGN," Nov. 30, 2018, 6:40 PM ", Long/Short Biotech,11 Comments,
Nickel Monthly News For The Month Of November 2018,https://seekingalpha.com/article/4225730-nickel-monthly-news-month-november-2018,"AAUKF, AXNNF, BHP"," Nov. 30, 2018, 6:09 PM ", Matt Bohlsen,18 Comments,
Axon Enterprise: Values Speak Louder Than Numbers,https://seekingalpha.com/article/4225719-axon-enterprise-values-speak-louder-numbers,AAXN," Nov. 30, 2018, 4:09 PM ", Jenks Jumps,28 Comments,
Green Organic Dutchman: Another Quarter Without Revenue,https://seekingalpha.com/article/4225716-green-organic-dutchman-another-quarter-without-revenue,TGODF," Nov. 30, 2018, 4:02 PM ", Cornerstone Investments,45 Comments,
I'm No Longer Bearish On World Wrestling Entertainment,https://seekingalpha.com/article/4225706-longer-bearish-world-wrestling-entertainment,WWE," Nov. 30, 2018, 4:01 PM "," Dan Victor, CFA",4 Comments,
"Deutsche Bank: The Derivatives Myth, Evolved",https://seekingalpha.com/article/4225711-deutsche-bank-derivatives-myth-evolved,Editors' Pick , DB," Nov. 30, 2018, 3:48 PM ", Paulo Santos,106 Comments
Square May See A Year-End Rally,https://seekingalpha.com/article/4225692-square-may-see-year-end-rally,SQ," Nov. 30, 2018, 2:24 PM ", Mott Capital Management,30 Comments,
Micron: Negative News As Expected,https://seekingalpha.com/article/4225694-micron-negative-news-expected,MU," Nov. 30, 2018, 2:10 PM ", Bill Maurer,150 Comments,
AbbVie's Latest Approval In The AML Space Is Only The Beginning,https://seekingalpha.com/article/4225687-abbvies-latest-approval-aml-space-beginning,ABBV," Nov. 30, 2018, 1:42 PM ", Terry Chrisomalis,15 Comments,
McKesson: A Value Investing Perspective,https://seekingalpha.com/article/4225689-mckesson-value-investing-perspective,MCK," Nov. 30, 2018, 1:23 PM ", Sven Carlin,19 Comments,
Laredo Petroleum: Reviewing Its Prospects With Lower Oil Prices,https://seekingalpha.com/article/4225685-laredo-petroleum-reviewing-prospects-lower-oil-prices,LPI," Nov. 30, 2018, 12:39 PM ", Elephant Analytics,154 Comments,
PGTI Is Growth Opportunity With 30% Upside,https://seekingalpha.com/article/4225684-pgti-growth-opportunity-30-percent-upside,PGTI," Nov. 30, 2018, 12:37 PM "," Dimitri Rearden, CFA",9 Comments,
LCI Industries: A Case Study In Mismanagement?,https://seekingalpha.com/article/4225670-lci-industries-case-study-mismanagement,LCII," Nov. 30, 2018, 12:30 PM ", Shock Exchange,6 Comments,
"The Oil Turn, Soaring Goose, And Value Traps",https://seekingalpha.com/article/4225682-oil-turn-soaring-goose-value-traps,"APPS, BPT, DLX"," Nov. 30, 2018, 12:16 PM ", The Idea Guide,1 Comment,
Calumet Specialty Products Partners: Is The Worst Behind It?,https://seekingalpha.com/article/4225679-calumet-specialty-products-partners-worst-behind,CLMT," Nov. 30, 2018, 12:14 PM ", Patient Tech Investor,289 Comments,
"Short IDT Corporation: Unjustified Run-Up, Inflated Revenues, Net Income, Operating Cash Flow, And Broken Business Model",https://seekingalpha.com/article/4225676-short-idt-corporation-unjustified-run-inflated-revenues-net-income-operating-cash-flow-broken,Editors' Pick , IDT," Nov. 30, 2018, 12:08 PM ", Olsny Freitas,17 Comments
"Luxoft Shares Oversold, Provide Good Return Potential",https://seekingalpha.com/article/4225668-luxoft-shares-oversold-provide-good-return-potential,LXFT," Nov. 30, 2018, 11:54 AM ", JP Research,3 Comments,
"WEX Is A Solid Growth Company, But Gasoline Prices Can Blemish The Picture",https://seekingalpha.com/article/4225666-wex-solid-growth-company-gasoline-prices-can-blemish-picture,WEX," Nov. 30, 2018, 11:46 AM ", Shareholders Unite,,
Cheap Assets And Big Upside At SandRidge,https://seekingalpha.com/article/4225664-cheap-assets-big-upside-sandridge,SD," Nov. 30, 2018, 11:43 AM ", ASB Capital,14 Comments,
STAAR Surgical Deserves Its Eye-Watering Valuation Premium,https://seekingalpha.com/article/4225655-staar-surgical-deserves-eye-watering-valuation-premium,STAA," Nov. 30, 2018, 11:27 AM "," Dan Victor, CFA",5 Comments,
Wabtec: A Good Deal Becomes Great,https://seekingalpha.com/article/4225658-wabtec-good-deal-becomes-great,GE," Nov. 30, 2018, 11:21 AM ", Edward Ambrose,68 Comments,
"CSS Industries: Undervalued On All Fronts, A Rare Net-Net In This Market",https://seekingalpha.com/article/4225645-css-industries-undervalued-fronts-rare-net-net-market,CSS," Nov. 30, 2018, 10:02 AM ", Daniël Tacken,29 Comments,
Craft Brew Alliance Looks Too Cheap Here,https://seekingalpha.com/article/4225642-craft-brew-alliance-looks-cheap,Editors' Pick , BREW," Nov. 30, 2018, 9:42 AM ", Vince Martin,10 Comments
Hummingbird Resources - Is This Company Cursed?,https://seekingalpha.com/article/4225640-hummingbird-resources-company-cursed,HUMRF," Nov. 30, 2018, 9:35 AM ", Gold Panda,14 Comments,
Semler Scientific: The Ultimate Growth At A Reasonable Price Stock,https://seekingalpha.com/article/4225637-semler-scientific-ultimate-growth-reasonable-price-stock,SMLR," Nov. 30, 2018, 9:03 AM ", Boris Marjanovic,8 Comments,
Halozyme: Explaining The Change In Trial Design,https://seekingalpha.com/article/4225195-halozyme-explaining-change-trial-design,HALO," Nov. 30, 2018, 9:03 AM ", Avisol Capital Partners,11 Comments,
Aimmune Therapeutics On Track For Major Breakthrough,https://seekingalpha.com/article/4225526-aimmune-therapeutics-track-major-breakthrough,AIMT," Nov. 30, 2018, 9:00 AM ", Keith Glanz,47 Comments,
Apple: What The Past And Present Tell Us About The Future,https://seekingalpha.com/article/4225627-apple-past-present-tell-us-future,AAPL," Nov. 30, 2018, 9:00 AM ", Logan Kane,109 Comments,
Biogen Outlook For The 2020s,https://seekingalpha.com/article/4225636-biogen-outlook-2020s,BIIB," Nov. 30, 2018, 8:54 AM ", William Meyers,25 Comments,
Salesforce: Full Force Ahead Into FY20,https://seekingalpha.com/article/4225634-salesforce-full-force-ahead-fy20,CRM," Nov. 30, 2018, 8:31 AM ", Individual Investing Ideas,6 Comments,
Williams Companies May Have A $500 Million Sale Coming Up,https://seekingalpha.com/article/4225607-williams-companies-may-500-million-sale-coming,WMB," Nov. 30, 2018, 5:10 AM ", Callum Turcan,7 Comments,
Exxon Mobil Bets Big On Permian Bonanza,https://seekingalpha.com/article/4225601-exxon-mobil-bets-big-permian-bonanza,XOM," Nov. 30, 2018, 4:40 AM ", Callum Turcan,36 Comments,
Global Gaming 555 Q3 Results: Catalysts Starting To Come Into Play,https://seekingalpha.com/article/4225586-global-gaming-555-q3-results-catalysts-starting-come-play,"Nov. 30, 2018, 1:58 AM ", Alberto Ayuso Martín,1 Comment,,
Gateway Casinos IPO: Too Much Debt,https://seekingalpha.com/article/4225581-gateway-casinos-ipo-much-debt,GTWY," Nov. 30, 2018, 1:16 AM ", Wilsonville Capital,,
When Nvidia Was $145,https://seekingalpha.com/article/4225562-nvidia-145,NVDA," Nov. 29, 2018, 10:13 PM ", Kwan-Chen Ma,124 Comments,
IHS Markit: Guidance Pointing To Another Steady Year Ahead,https://seekingalpha.com/article/4225557-ihs-markit-guidance-pointing-another-steady-year-ahead,INFO," Nov. 29, 2018, 9:18 PM ", ALT Perspective,,
Domino's Pizza: Still A Strong Growth Story,https://seekingalpha.com/article/4225549-dominos-pizza-still-strong-growth-story,DPZ," Nov. 29, 2018, 8:31 PM ", David Zanoni,7 Comments,
"Box: With Shares So Cheap, There's No Cause To Be Bearish",https://seekingalpha.com/article/4225539-box-shares-cheap-cause-bearish,BOX," Nov. 29, 2018, 7:16 PM ", Gary Alexander,21 Comments,
Why Intel's Stock Is Poised To Surge,https://seekingalpha.com/article/4225529-intels-stock-poised-surge,INTC," Nov. 29, 2018, 6:17 PM ", Mott Capital Management,36 Comments,
Amedisys: Strong Tailwinds As Company Adjusts To Medicare Payment Reform,https://seekingalpha.com/article/4225520-amedisys-strong-tailwinds-company-adjusts-medicare-payment-reform,AMED," Nov. 29, 2018, 5:24 PM ", The Prospector,2 Comments,
How Is Volkswagen Faring In Light Of The Trade War?,https://seekingalpha.com/article/4225525-volkswagen-faring-light-trade-war,VLKAF," Nov. 29, 2018, 5:04 PM ", Discount Fountain,,
Wix.com Is Blogging To The Bank,https://seekingalpha.com/article/4225516-wix-com-blogging-bank,WIX," Nov. 29, 2018, 4:57 PM ", Big Pine Research,3 Comments,
Fiserv Inc.: Excellent Margins Will Drive Share Price Higher,https://seekingalpha.com/article/4225514-fiserv-inc-excellent-margins-will-drive-share-price-higher,FISV," Nov. 29, 2018, 4:25 PM ", ChartMasterPro,2 Comments,
Apple: Ignored Truth,https://seekingalpha.com/article/4225511-apple-ignored-truth,AAPL," Nov. 29, 2018, 4:21 PM ", Stone Fox Capital,376 Comments,
Emblem: Is It Wise To Outsource Cannabis Cultivation?,https://seekingalpha.com/article/4225503-emblem-wise-outsource-cannabis-cultivation,EMMBF," Nov. 29, 2018, 3:33 PM ", Cornerstone Investments,26 Comments,
Netflix: 3 Reasons To Buy,https://seekingalpha.com/article/4225492-netflix-3-reasons-buy,NFLX," Nov. 29, 2018, 3:18 PM ", Niki Schranz,89 Comments,
Amazon Is Hiding A Big Surprise,https://seekingalpha.com/article/4225491-amazon-hiding-big-surprise,AMZN," Nov. 29, 2018, 3:17 PM ", Bluesea Research,88 Comments,
Twitter's Battered Stock May Be Ready To Surge,https://seekingalpha.com/article/4225494-twitters-battered-stock-may-ready-surge,TWTR," Nov. 29, 2018, 2:53 PM ", Mott Capital Management,15 Comments,
Riot Blockchain: Don't Be Fooled By Healthy-Looking Balance Sheet,https://seekingalpha.com/article/4225466-riot-blockchain-fooled-healthy-looking-balance-sheet,RIOT," Nov. 29, 2018, 1:51 PM ", DeepDive,46 Comments,
TerrAscend: Now Bigger Than HEXO And CannTrust,https://seekingalpha.com/article/4225464-terrascend-now-bigger-hexo-canntrust,TRSSF," Nov. 29, 2018, 1:43 PM ", Cornerstone Investments,19 Comments,
4 Reasons That Enbridge Will Achieve Double-Digit Returns For Decades To Come,https://seekingalpha.com/article/4225435-4-reasons-enbridge-will-achieve-double-digit-returns-decades-come,ENB," Nov. 29, 2018, 12:25 PM ", The Growth Guy,55 Comments,
"Canada Goose: Short The Golden Goose, It's Far Too Expensive",https://seekingalpha.com/article/4225414-canada-goose-short-golden-goose-far-expensive,GOOS," Nov. 29, 2018, 12:09 PM ", Trevor Soare,32 Comments,
